ISO,Year,Country,Classification,Disaster.Type,Disaster.Subgroup,Region,Continent,Total.Deaths..adjusted.,Total.Damage..adjusted.,CPI,X.1.90.per.day...poverty.gap.index,co2_per_capita,Constant,Damage.pergdp
DZA,1981,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,44,1,35.56517152,0.1713116,2.338,1,2.25E-11
DZA,1981,Algeria,Sub Tropical,Drought,Climatological,Northern Africa,Africa,1,1,35.56517152,0.1713116,2.338,1,2.25E-11
DZA,1982,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,38,1,37.74582208,0.2007815,1.915,1,2.21E-11
DZA,1984,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,55,1,40.63380386,0.09288462,3.26,1,1.86E-11
DZA,1985,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,27,1,42.07452677,0.04760525,3.237,1,1.73E-11
DZA,1985,Algeria,Sub Tropical,Earthquake,Geophysical,Northern Africa,Africa,31,1001,42.07452677,0.04760525,3.237,1,1.73E-08
DZA,1987,Algeria,Sub Tropical,Insect infestation,Biological,Northern Africa,Africa,1,1,44.44423842,0.3292876,3.528,1,1.50E-11
DZA,1987,Algeria,Sub Tropical,Earthquake,Geophysical,Northern Africa,Africa,2,1001,44.44423842,0.3292876,3.528,1,1.50E-08
DZA,1988,Algeria,Sub Tropical,Earthquake,Geophysical,Northern Africa,Africa,1,1,46.25655683,0.846762,3.425,1,1.69E-11
DZA,1988,Algeria,Sub Tropical,Insect infestation,Biological,Northern Africa,Africa,1,1,46.25655683,0.846762,3.425,1,1.69E-11
DZA,1988,Algeria,Sub Tropical,Storm,Meteorological,Northern Africa,Africa,1,1,46.25655683,0.846762,3.425,1,1.69E-11
DZA,1989,Algeria,Sub Tropical,Earthquake,Geophysical,Northern Africa,Africa,23,1,48.48936537,0.4726357,3.179,1,1.80E-11
DZA,1991,Algeria,Sub Tropical,Epidemic,Biological,Northern Africa,Africa,1,1,53.27115662,1.025212,2.985,1,2.19E-11
DZA,1992,Algeria,Sub Tropical,Earthquake,Geophysical,Northern Africa,Africa,1,1,54.88464241,0.9838288,2.956,1,2.08E-11
DZA,1992,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,22,901,54.88464241,0.9838288,2.956,1,1.88E-08
DZA,1993,Algeria,Sub Tropical,Landslide,Hydrological,Northern Africa,Africa,16,1,56.50464564,1.068447,2.965,1,2.00E-11
DZA,1993,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,23,1,56.50464564,1.068447,2.965,1,2.00E-11
DZA,1994,Algeria,Sub Tropical,Earthquake,Geophysical,Northern Africa,Africa,172,1,57.97797424,1.201823,3.053,1,2.35E-11
DZA,1994,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,9,1,57.97797424,1.201823,3.053,1,2.35E-11
DZA,1994,Algeria,Sub Tropical,Wildfire,Climatological,Northern Africa,Africa,23,1,57.97797424,1.201823,3.053,1,2.35E-11
DZA,1994,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,33,1,57.97797424,1.201823,3.053,1,2.35E-11
DZA,1996,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,5,1,61.35162973,1.254886,3.307,1,2.13E-11
DZA,1997,Algeria,Sub Tropical,Epidemic,Biological,Northern Africa,Africa,2,1,62.7858352,1.394947,2.925,1,2.08E-11
DZA,1997,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,5,1,62.7858352,1.394947,2.925,1,2.08E-11
DZA,1999,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,13,1,65.15554686,1.170997,2.993,1,2.06E-11
DZA,1999,Algeria,Sub Tropical,Earthquake,Geophysical,Northern Africa,Africa,23,60930,65.15554686,1.170997,2.993,1,1.25E-06
DZA,2000,Algeria,Sub Tropical,Storm,Meteorological,Northern Africa,Africa,5,1,67.35575898,1.069868,2.649,1,1.83E-11
DZA,2000,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,10,1,67.35575898,1.069868,2.649,1,1.83E-11
DZA,2000,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,1,1,67.35575898,1.069868,2.649,1,1.83E-11
DZA,2000,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,8,1,67.35575898,1.069868,2.649,1,1.83E-11
DZA,2000,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,29,1,67.35575898,1.069868,2.649,1,1.83E-11
DZA,2001,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,922,300001,69.25933995,0.8901428,2.664,1,5.48E-06
DZA,2002,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,14,1,70.35781897,0.7265729,2.807,1,1.76E-11
DZA,2002,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,30,1501,70.35781897,0.7265729,2.807,1,2.64E-08
DZA,2002,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,7,1,70.35781897,0.7265729,2.807,1,1.76E-11
DZA,2003,Algeria,Sub Tropical,Earthquake,Geophysical,Northern Africa,Africa,10,1,71.95500655,0.6216712,2.822,1,1.47E-11
DZA,2003,Algeria,Sub Tropical,Extreme temperature,Meteorological,Northern Africa,Africa,41,1,71.95500655,0.6216712,2.822,1,1.47E-11
DZA,2003,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,14,1,71.95500655,0.6216712,2.822,1,1.47E-11
DZA,2003,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,16,1,71.95500655,0.6216712,2.822,1,1.47E-11
DZA,2003,Algeria,Sub Tropical,Storm,Meteorological,Northern Africa,Africa,14,1,71.95500655,0.6216712,2.822,1,1.47E-11
DZA,2003,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,14,1,71.95500655,0.6216712,2.822,1,1.47E-11
DZA,2003,Algeria,Sub Tropical,Earthquake,Geophysical,Northern Africa,Africa,2267,5000001,71.95500655,0.6216712,2.822,1,7.37E-05
DZA,2004,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,4,1,73.88141244,0.504499,2.687,1,1.17E-11
DZA,2004,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,20,1,73.88141244,0.504499,2.687,1,1.17E-11
DZA,2004,Algeria,Sub Tropical,Earthquake,Geophysical,Northern Africa,Africa,1,1,73.88141244,0.504499,2.687,1,1.17E-11
DZA,2004,Algeria,Sub Tropical,Earthquake,Geophysical,Northern Africa,Africa,1,1,73.88141244,0.504499,2.687,1,1.17E-11
DZA,2005,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,12,1,76.38802721,0.4301004,3.212,1,9.69E-12
DZA,2005,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,2,7257,76.38802721,0.4301004,3.212,1,7.03E-08
DZA,2005,Algeria,Sub Tropical,Storm,Meteorological,Northern Africa,Africa,11,1,76.38802721,0.4301004,3.212,1,9.69E-12
DZA,2006,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,2,1201,78.85225551,0.3790957,2.979,1,1.03E-08
DZA,2006,Algeria,Sub Tropical,Earthquake,Geophysical,Northern Africa,Africa,5,1,78.85225551,0.3790957,2.979,1,8.55E-12
DZA,2007,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,23,13562,81.10165893,0.3167452,3.173,1,1.01E-07
DZA,2007,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,19,29501,81.10165893,0.3167452,3.173,1,2.19E-07
DZA,2007,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,2,1,81.10165893,0.3167452,3.173,1,7.42E-12
DZA,2007,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,15,1,81.10165893,0.3167452,3.173,1,7.42E-12
DZA,2007,Algeria,Sub Tropical,Wildfire,Climatological,Northern Africa,Africa,9,1,81.10165893,0.3167452,3.173,1,7.42E-12
DZA,2007,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,13,1,81.10165893,0.3167452,3.173,1,7.42E-12
DZA,2007,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,16,1,81.10165893,0.3167452,3.173,1,7.42E-12
DZA,2008,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,94,348001,84.21522909,0.2564256,3.139,1,2.03E-06
DZA,2009,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,34,1,83.91580741,0.2132378,3.401,1,7.29E-12
DZA,2009,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,16,1,83.91580741,0.2132378,3.401,1,7.29E-12
DZA,2011,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,11,779001,87.98460292,0.1544595,3.268,1,3.89E-06
DZA,2012,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,21,1,89.80529293,0.1439248,3.427,1,4.78E-12
DZA,2012,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,50,1,89.80529293,0.1439248,3.427,1,4.78E-12
DZA,2014,Algeria,Sub Tropical,Earthquake,Geophysical,Northern Africa,Africa,7,1,92.59898057,0.1311895,3.662,1,4.68E-12
DZA,2015,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,1,1,92.70882199,0.1273124,3.768,1,6.01E-12
DZA,2015,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,13,1,92.70882199,0.1273124,3.768,1,6.01E-12
DZA,2017,Algeria,Sub Tropical,Extreme temperature,Meteorological,Northern Africa,Africa,1,1,95.87816577,0.1253746,3.743,1,5.88E-12
DZA,2018,Algeria,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,7,1,98.21999062,0.123857,3.824,1,5.70E-12
DZA,2019,Algeria,Sub Tropical,Extreme temperature,Meteorological,Northern Africa,Africa,9,1,100,0.1235713,3.871,1,5.84E-12
ECU,1982,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,308,232101,37.74582208,7.289214,2.287,1,1.16E-05
ECU,1983,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,1,1,38.9583793,7.881251,2.261,1,5.83E-11
ECU,1983,Ecuador,Sub Tropical,Landslide,Hydrological,South America,Americas,101,1,38.9583793,7.881251,2.261,1,5.83E-11
ECU,1985,Ecuador,Sub Tropical,Wildfire,Climatological,South America,Americas,1,1,42.07452677,7.807413,2.135,1,5.83E-11
ECU,1987,Ecuador,Sub Tropical,Landslide,Hydrological,South America,Americas,101,1,44.44423842,7.662134,1.578,1,7.17E-11
ECU,1987,Ecuador,Sub Tropical,Earthquake,Geophysical,South America,Americas,3,1,44.44423842,7.662134,1.578,1,7.17E-11
ECU,1987,Ecuador,Sub Tropical,Earthquake,Geophysical,South America,Americas,5001,1500001,44.44423842,7.662134,1.578,1,0.000107562
ECU,1987,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,1,1,44.44423842,7.662134,1.578,1,7.17E-11
ECU,1989,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,36,15001,48.48936537,8.421161,2.017,1,1.08E-06
ECU,1990,Ecuador,Sub Tropical,Earthquake,Geophysical,South America,Americas,5,1,51.106795,8.045306,1.609,1,6.56E-11
ECU,1991,Ecuador,Sub Tropical,Epidemic,Biological,South America,Americas,344,1,53.27115662,7.880473,1.543,1,5.89E-11
ECU,1992,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,23,20001,54.88464241,8.008697,2.049,1,1.11E-06
ECU,1992,Ecuador,Sub Tropical,Epidemic,Biological,South America,Americas,201,1,54.88464241,8.008697,2.049,1,5.53E-11
ECU,1993,Ecuador,Sub Tropical,Landslide,Hydrological,South America,Americas,251,1,56.50464564,7.921864,2.198,1,5.28E-11
ECU,1993,Ecuador,Sub Tropical,Landslide,Hydrological,South America,Americas,201,500001,56.50464564,7.921864,2.198,1,2.64E-05
ECU,1993,Ecuador,Sub Tropical,Landslide,Hydrological,South America,Americas,11,1,56.50464564,7.921864,2.198,1,5.28E-11
ECU,1994,Ecuador,Sub Tropical,Wildfire,Climatological,South America,Americas,1,1,57.97797424,7.712554,1.208,1,4.40E-11
ECU,1995,Ecuador,Sub Tropical,Epidemic,Biological,South America,Americas,1,1,59.60449489,7.830156,1.98,1,4.09E-11
ECU,1995,Ecuador,Sub Tropical,Earthquake,Geophysical,South America,Americas,3,1,59.60449489,7.830156,1.98,1,4.09E-11
ECU,1995,Ecuador,Sub Tropical,Earthquake,Geophysical,South America,Americas,2,1,59.60449489,7.830156,1.98,1,4.09E-11
ECU,1996,Ecuador,Sub Tropical,Earthquake,Geophysical,South America,Americas,28,7001,61.35162973,8.198095,2.053,1,2.78E-07
ECU,1997,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,219,271001,62.7858352,8.111432,1.523,1,9.62E-06
ECU,1997,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,28,1,62.7858352,8.111432,1.523,1,3.55E-11
ECU,1997,Ecuador,Sub Tropical,Drought,Climatological,South America,Americas,1,1,62.7858352,8.111432,1.523,1,3.55E-11
ECU,1998,Ecuador,Sub Tropical,Earthquake,Geophysical,South America,Americas,4,1,63.76045524,7.93743,1.829,1,3.57E-11
ECU,1998,Ecuador,Sub Tropical,Epidemic,Biological,South America,Americas,2,1,63.76045524,7.93743,1.829,1,3.57E-11
ECU,1998,Ecuador,Sub Tropical,Epidemic,Biological,South America,Americas,13,1,63.76045524,7.93743,1.829,1,3.57E-11
ECU,1999,Ecuador,Sub Tropical,Volcanic activity,Geophysical,South America,Americas,1,1,65.15554686,9.79113,1.717,1,5.09E-11
ECU,2000,Ecuador,Sub Tropical,Landslide,Hydrological,South America,Americas,15,1,67.35575898,11.67469,1.622,1,5.46E-11
ECU,2000,Ecuador,Sub Tropical,Epidemic,Biological,South America,Americas,9,1,67.35575898,11.67469,1.622,1,5.46E-11
ECU,2000,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,35,1,67.35575898,11.67469,1.622,1,5.46E-11
ECU,2000,Ecuador,Sub Tropical,Landslide,Hydrological,South America,Americas,31,1,67.35575898,11.67469,1.622,1,5.46E-11
ECU,2000,Ecuador,Sub Tropical,Epidemic,Biological,South America,Americas,1,1,67.35575898,11.67469,1.622,1,5.46E-11
ECU,2001,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,12,1,69.25933995,8.49375,1.776,1,4.09E-11
ECU,2001,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,48,1,69.25933995,8.49375,1.776,1,4.09E-11
ECU,2001,Ecuador,Sub Tropical,Volcanic activity,Geophysical,South America,Americas,1,10976,69.25933995,8.49375,1.776,1,4.49E-07
ECU,2002,Ecuador,Sub Tropical,Epidemic,Biological,South America,Americas,1,1,70.35781897,6.414936,1.883,1,3.50E-11
ECU,2002,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,1,3001,70.35781897,6.414936,1.883,1,1.05E-07
ECU,2002,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,32,13001,70.35781897,6.414936,1.883,1,4.55E-07
ECU,2002,Ecuador,Sub Tropical,Volcanic activity,Geophysical,South America,Americas,1,1,70.35781897,6.414936,1.883,1,3.50E-11
ECU,2002,Ecuador,Sub Tropical,Mass movement (dry),Geophysical,South America,Americas,61,1,70.35781897,6.414936,1.883,1,3.50E-11
ECU,2002,Ecuador,Sub Tropical,Volcanic activity,Geophysical,South America,Americas,1,1,70.35781897,6.414936,1.883,1,3.50E-11
ECU,2003,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,1,1,71.95500655,5.81846,2.001,1,3.08E-11
ECU,2003,Ecuador,Sub Tropical,Volcanic activity,Geophysical,South America,Americas,1,1,71.95500655,5.81846,2.001,1,3.08E-11
ECU,2006,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,17,2801,78.85225551,2.850552,2.055,1,5.98E-08
ECU,2006,Ecuador,Sub Tropical,Volcanic activity,Geophysical,South America,Americas,6,150001,78.85225551,2.850552,2.055,1,3.21E-06
ECU,2006,Ecuador,Sub Tropical,Volcanic activity,Geophysical,South America,Americas,1,1,78.85225551,2.850552,2.055,1,2.14E-11
ECU,2008,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,42,1000001,84.21522909,2.906557,2.034,1,1.62E-05
ECU,2009,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,4,1,83.91580741,2.58505,2.2,1,1.60E-11
ECU,2009,Ecuador,Sub Tropical,Drought,Climatological,South America,Americas,1,1701,83.91580741,2.58505,2.2,1,2.72E-08
ECU,2010,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,3,1,85.2920606,1.930052,2.32,1,1.44E-11
ECU,2010,Ecuador,Sub Tropical,Epidemic,Biological,South America,Americas,5,1,85.2920606,1.930052,2.32,1,1.44E-11
ECU,2010,Ecuador,Sub Tropical,Volcanic activity,Geophysical,South America,Americas,1,1,85.2920606,1.930052,2.32,1,1.44E-11
ECU,2010,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,13,1,85.2920606,1.930052,2.32,1,1.44E-11
ECU,2011,Ecuador,Sub Tropical,Landslide,Hydrological,South America,Americas,8,1,87.98460292,1.754327,2.453,1,1.26E-11
ECU,2011,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,1,1,87.98460292,1.754327,2.453,1,1.26E-11
ECU,2012,Ecuador,Sub Tropical,Epidemic,Biological,South America,Americas,12,1,89.80529293,1.537965,2.401,1,1.14E-11
ECU,2012,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,30,1,89.80529293,1.537965,2.401,1,1.14E-11
ECU,2012,Ecuador,Sub Tropical,Wildfire,Climatological,South America,Americas,6,1,89.80529293,1.537965,2.401,1,1.14E-11
ECU,2013,Ecuador,Sub Tropical,Landslide,Hydrological,South America,Americas,15,1,91.12079403,1.033705,2.506,1,1.05E-11
ECU,2013,Ecuador,Sub Tropical,Landslide,Hydrological,South America,Americas,11,1,91.12079403,1.033705,2.506,1,1.05E-11
ECU,2013,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,1,1,91.12079403,1.033705,2.506,1,1.05E-11
ECU,2013,Ecuador,Sub Tropical,Drought,Climatological,South America,Americas,1,1,91.12079403,1.033705,2.506,1,1.05E-11
ECU,2014,Ecuador,Sub Tropical,Earthquake,Geophysical,South America,Americas,4,1,92.59898057,0.8240056,2.709,1,9.83E-12
ECU,2015,Ecuador,Sub Tropical,Volcanic activity,Geophysical,South America,Americas,1,1,92.70882199,1.233039,2.514,1,1.01E-11
ECU,2015,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,13,1,92.70882199,1.233039,2.514,1,1.01E-11
ECU,2015,Ecuador,Sub Tropical,Volcanic activity,Geophysical,South America,Americas,1,1,92.70882199,1.233039,2.514,1,1.01E-11
ECU,2016,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,10,10001,93.87843648,1.250365,2.396,1,1.00E-07
ECU,2016,Ecuador,Sub Tropical,Earthquake,Geophysical,South America,Americas,2,1,93.87843648,1.250365,2.396,1,1.00E-11
ECU,2016,Ecuador,Sub Tropical,Earthquake,Geophysical,South America,Americas,673,2000001,93.87843648,1.250365,2.396,1,2.00E-05
ECU,2016,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,1,1,93.87843648,1.250365,2.396,1,1.00E-11
ECU,2019,Ecuador,Sub Tropical,Flood,Hydrological,South America,Americas,15,1,100,1.094824,2.116,1,9.31E-12
ECU,2019,Ecuador,Sub Tropical,Landslide,Hydrological,South America,Americas,3,1,100,1.094824,2.116,1,9.31E-12
ECU,2019,Ecuador,Sub Tropical,Earthquake,Geophysical,South America,Americas,1,1,100,1.094824,2.116,1,9.31E-12
ECU,2019,Ecuador,Sub Tropical,Earthquake,Geophysical,South America,Americas,1,1,100,1.094824,2.116,1,9.31E-12
EGY,1987,Egypt,Sub Tropical,Storm,Meteorological,Northern Africa,Africa,31,1,44.44423842,1.864327,1.435,1,2.47E-11
EGY,1991,Egypt,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,2,1,53.27115662,1.224334,1.346,1,2.67E-11
EGY,1992,Egypt,Sub Tropical,Earthquake,Geophysical,Northern Africa,Africa,553,1200001,54.88464241,1.136716,1.363,1,2.87E-05
EGY,1993,Egypt,Sub Tropical,Mass movement (dry),Geophysical,Northern Africa,Africa,35,1,56.50464564,1.064542,1.541,1,2.15E-11
EGY,1994,Egypt,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,601,140001,57.97797424,0.9236253,1.384,1,2.70E-06
EGY,1995,Egypt,Sub Tropical,Extreme temperature,Meteorological,Northern Africa,Africa,33,1,59.60449489,0.8421644,1.522,1,1.66E-11
EGY,1995,Egypt,Sub Tropical,Earthquake,Geophysical,Northern Africa,Africa,11,1,59.60449489,0.8421644,1.522,1,1.66E-11
EGY,1995,Egypt,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,8,1,59.60449489,0.8421644,1.522,1,1.66E-11
EGY,1996,Egypt,Sub Tropical,Extreme temperature,Meteorological,Northern Africa,Africa,23,1,61.35162973,0.7348202,1.471,1,1.48E-11
EGY,1996,Egypt,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,13,1,61.35162973,0.7348202,1.471,1,1.48E-11
EGY,1997,Egypt,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,5,1001,62.7858352,0.6232096,1.657,1,1.28E-08
EGY,1997,Egypt,Sub Tropical,Storm,Meteorological,Northern Africa,Africa,19,1001,62.7858352,0.6232096,1.657,1,1.28E-08
EGY,2000,Egypt,Sub Tropical,Extreme temperature,Meteorological,Northern Africa,Africa,4,1,67.35575898,0.4142446,2.039,1,1.00E-11
EGY,2002,Egypt,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,5,1,70.35781897,0.5944424,1.76,1,1.17E-11
EGY,2002,Egypt,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,15,1,70.35781897,0.5944424,1.76,1,1.17E-11
EGY,2002,Egypt,Sub Tropical,Earthquake,Geophysical,Northern Africa,Africa,1,1,70.35781897,0.5944424,1.76,1,1.17E-11
EGY,2004,Egypt,Sub Tropical,Epidemic,Biological,Northern Africa,Africa,1,1,73.88141244,0.7849229,2.011,1,1.27E-11
EGY,2004,Egypt,Sub Tropical,Epidemic,Biological,Northern Africa,Africa,16,1,73.88141244,0.7849229,2.011,1,1.27E-11
EGY,2004,Egypt,Sub Tropical,Storm,Meteorological,Northern Africa,Africa,14,1,73.88141244,0.7849229,2.011,1,1.27E-11
EGY,2008,Egypt,Sub Tropical,Mass movement (dry),Geophysical,Northern Africa,Africa,99,1,84.21522909,0.728823,2.446,1,6.14E-12
EGY,2010,Egypt,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,16,1,85.2920606,0.3501466,2.427,1,4.57E-12
EGY,2010,Egypt,Sub Tropical,Flood,Hydrological,Northern Africa,Africa,13,1,85.2920606,0.3501466,2.427,1,4.57E-12
EGY,2010,Egypt,Sub Tropical,Storm,Meteorological,Northern Africa,Africa,32,1,85.2920606,0.3501466,2.427,1,4.57E-12
EGY,2015,Egypt,Sub Tropical,Storm,Meteorological,Northern Africa,Africa,7,100001,92.70882199,0.2051316,2.371,1,3.04E-07
EGY,2015,Egypt,Sub Tropical,Storm,Meteorological,Northern Africa,Africa,26,1,92.70882199,0.2051316,2.371,1,3.04E-12
EGY,2015,Egypt,Sub Tropical,Extreme temperature,Meteorological,Northern Africa,Africa,111,1,92.70882199,0.2051316,2.371,1,3.04E-12
EGY,2016,Egypt,Sub Tropical,Storm,Meteorological,Northern Africa,Africa,27,25001,93.87843648,0.358199,2.479,1,7.52E-08
ESP,1981,Spain,Warm Temperate,Drought,Climatological,Southern Europe,Europe,1,1460001,35.56517152,0.2134366,5.428,1,7.20E-06
ESP,1982,Spain,Warm Temperate,Flood,Hydrological,Southern Europe,Europe,35,300001,37.74582208,0.1736603,5.459,1,1.53E-06
ESP,1982,Spain,Warm Temperate,Flood,Hydrological,Southern Europe,Europe,44,630001,37.74582208,0.1736603,5.459,1,3.21E-06
ESP,1983,Spain,Warm Temperate,Flood,Hydrological,Southern Europe,Europe,1,1,38.9583793,0.1327968,5.296,1,5.85E-12
ESP,1983,Spain,Warm Temperate,Flood,Hydrological,Southern Europe,Europe,46,3900001,38.9583793,0.1327968,5.296,1,2.28E-05
ESP,1984,Spain,Warm Temperate,Storm,Meteorological,Southern Europe,Europe,4,1001,40.63380386,0.09311426,5.123,1,5.82E-09
ESP,1984,Spain,Warm Temperate,Wildfire,Climatological,Southern Europe,Europe,18,1,40.63380386,0.09311426,5.123,1,5.81E-12
ESP,1984,Spain,Warm Temperate,Storm,Meteorological,Southern Europe,Europe,7,1000001,40.63380386,0.09311426,5.123,1,5.81E-06
ESP,1985,Spain,Warm Temperate,Extreme temperature,Meteorological,Southern Europe,Europe,41,1,42.07452677,0.04822861,5.162,1,5.53E-12
ESP,1985,Spain,Warm Temperate,Wildfire,Climatological,Southern Europe,Europe,1,1,42.07452677,0.04822861,5.162,1,5.53E-12
ESP,1985,Spain,Warm Temperate,Wildfire,Climatological,Southern Europe,Europe,1,1,42.07452677,0.04822861,5.162,1,5.53E-12
ESP,1987,Spain,Warm Temperate,Storm,Meteorological,Southern Europe,Europe,1,8001,44.44423842,0.1388329,4.865,1,2.51E-08
ESP,1987,Spain,Warm Temperate,Flood,Hydrological,Southern Europe,Europe,6,1283001,44.44423842,0.1388329,4.865,1,4.03E-06
ESP,1989,Spain,Warm Temperate,Storm,Meteorological,Southern Europe,Europe,20,1,48.48936537,0.2265357,5.749,1,2.41E-12
ESP,1989,Spain,Warm Temperate,Storm,Meteorological,Southern Europe,Europe,15,1,48.48936537,0.2265357,5.749,1,2.41E-12
ESP,1989,Spain,Warm Temperate,Flood,Hydrological,Southern Europe,Europe,13,375001,48.48936537,0.2265357,5.749,1,9.04E-07
ESP,1990,Spain,Warm Temperate,Storm,Meteorological,Southern Europe,Europe,9,1,51.106795,0.2741374,5.897,1,1.86E-12
ESP,1990,Spain,Warm Temperate,Storm,Meteorological,Southern Europe,Europe,2,1,51.106795,0.2741374,5.897,1,1.86E-12
ESP,1990,Spain,Warm Temperate,Drought,Climatological,Southern Europe,Europe,1,4500001,51.106795,0.2741374,5.897,1,8.39E-06
ESP,1991,Spain,Warm Temperate,Wildfire,Climatological,Southern Europe,Europe,1,1,53.27115662,0.3546096,6.131,1,1.73E-12
ESP,1994,Spain,Warm Temperate,Storm,Meteorological,Southern Europe,Europe,13,1,57.97797424,0.7098164,6.397,1,1.88E-12
ESP,1994,Spain,Warm Temperate,Flood,Hydrological,Southern Europe,Europe,11,1,57.97797424,0.7098164,6.397,1,1.88E-12
ESP,1994,Spain,Warm Temperate,Wildfire,Climatological,Southern Europe,Europe,1,1,57.97797424,0.7098164,6.397,1,1.88E-12
ESP,1994,Spain,Warm Temperate,Wildfire,Climatological,Southern Europe,Europe,21,1,57.97797424,0.7098164,6.397,1,1.88E-12
ESP,1995,Spain,Warm Temperate,Extreme temperature,Meteorological,Southern Europe,Europe,1,824301,59.60449489,0.7975554,6.722,1,1.34E-06
ESP,1995,Spain,Warm Temperate,Extreme temperature,Meteorological,Southern Europe,Europe,31,1,59.60449489,0.7975554,6.722,1,1.63E-12
ESP,1996,Spain,Warm Temperate,Landslide,Hydrological,Southern Europe,Europe,85,20001,61.35162973,0.6852178,6.387,1,3.11E-08
ESP,1996,Spain,Warm Temperate,Flood,Hydrological,Southern Europe,Europe,2,576601,61.35162973,0.6852178,6.387,1,8.97E-07
